client_id,name,gender,Sum of age,Age group,banking_relationship,Income Band,estimated_income,loyalty_classification,occupation,nationality,joined_bank,Year of joining with bank,fee_structure,Client Net Worth,amount_of_creditcards,creditcard_balance,bank_loans,bank_deposits,banking_contact,business_lending,risk_weighting,Risk Category,saving_accounts,checking_accounts,foreigncurrency_account,superannuation_savings,properties_owned
IND50762,Phyllis Knight,Female,78,Senior (60 +),Retail Banking,Medium,294401.25,Jade,Marketing Manager,American,02-10-1996,1996,High,-169601.73,1,5760.92,1008739.02,711169.74,Shawn Cook,1579399.99,2,Low Risk,115946.07,495278.92,45112.52,17782.4,1
IND50842,Matthew Morris,Female,53,Adult (30-59),Commercial Banking,Low,62316.25,Jade,Dental Hygienist,Australian,22-06-2001,2001,Mid,98447.05,1,302.82,273325.68,257313.49,Chris Armstrong,353381.14,1,Very Low Risk,104605.81,136533.69,21266.98,10156.25,3
IND50848,Kathy Carter,Male,80,Senior (60 +),Private Banking,Medium,229460.79,Jade,Software Engineer I,European,30-07-1996,1996,Mid,-94176.41,1,3347.03,438345.76,256292.32,Dennis Ruiz,457903.72,2,Low Risk,78786.16,221487.19,16752.95,12437.9,3
IND50904,Christopher GoPKRales,Male,57,Adult (30-59),Retail Banking,Medium,204655.75,Jade,Financial Analyst,European,16-10-2011,2011,Mid,229050.37,1,2361.82,43148.03,188987.85,Joe Price,765167.34,2,Low Risk,66145.75,148002.53,7634.02,19426.62,0
IND50912,Cynthia Porter,Female,65,Senior (60 +),Private Banking,Low,21648.31,Jade,Teacher,American,03-10-2021,2021,Mid,-105034.77,2,879.53,271617.04,130679.29,Paul Larson,372718.74,1,Very Low Risk,30989.66,196018.94,13377.72,5792.85,2
IND50934,Anne Garcia,Male,74,Senior (60 +),Institutional Banking,Medium,105811.2,Jade,Pharmacist,European,01-06-2017,2017,Low,-2825.89,1,3015.12,1077036.77,672373.9,Joe Hanson,618072.67,3,Moderate Risk,344690.5,243900.34,19340.02,60161.6,2
IND50968,Amanda Hill,Female,82,Senior (60 +),Private Banking,High,475533.03,Jade,Health Coach II,American,02-02-2020,2020,Mid,-923646.26,1,4970.12,1394324.69,276912.36,Victor Ramos,728283.3,4,High Risk,184869.1,78257.84,46379.29,13867.09,1
IND50985,Earl Harris,Female,45,Adult (30-59),Retail Banking,Medium,187068.34,Gold,Accountant III,Australian,26-10-2015,2015,Mid,836666.28,1,4178.48,937917.29,1303676.98,Jesse Evans,1328572.47,2,Low Risk,441091.22,298932.3,44780.25,33993.85,0
IND50993,Joe Moore,Female,60,Senior (60 +),Retail Banking,Medium,239229.98,Platinum,Human Resources Manager,European,17-10-2005,2005,High,-354144.51,1,2544.53,413862.03,36214.18,Dennis Morris,196780.93,2,Low Risk,14355.95,36754.69,14160.96,11691.92,0
IND50994,Ralph Garcia,Male,59,Adult (30-59),Private Banking,Medium,183064.32,Platinum,Web Designer III,American,17-12-2006,2006,High,389587.69,1,4452.62,444775.06,567228.21,Jerry Green,702795.98,3,Moderate Risk,249666.36,558633.85,14892.77,21920.8,3
IND51003,Tina Gutierrez,Male,78,Senior (60 +),Private Banking,Medium,287479.63,Jade,Web Developer III,American,21-10-1999,1999,Mid,1410244.9,1,607.07,143952.23,1026866.94,Phillip Peters,1046379.6,2,Low Risk,482969.75,273831.18,22363.24,44967.51,1
IND51034,Jonathan Harper,Male,75,Senior (60 +),Retail Banking,Medium,210223.41,Silver,Web Developer III,European,03-01-2005,2005,Mid,1358314.6,2,7510.1,121701.28,1030505.47,Steve Diaz,711150.97,2,Low Risk,427659.77,253781.2,54330.37,29360.74,3
IND51069,Joseph West,Female,41,Adult (30-59),Retail Banking,Medium,152813.06,Silver,Recruiter,European,16-07-2014,2014,Low,761357.1,1,4128.7,152412.5,542700.3,Joshua Ryan,717216.24,3,Moderate Risk,364055.25,304804.28,25102.33,11142.75,0
IND51146,Stephanie Bryant,Male,57,Adult (30-59),Private Banking,Medium,181852.03,Platinum,Developer II,Asian,03-01-2016,2016,High,-653626.01,1,582.04,729138.5,54596.76,Dennis Morris,455877.33,2,Low Risk,11453.32,46197.26,45027.35,10044.45,0
IND51161,Chris Richards,Female,61,Senior (60 +),Institutional Banking,High,371154.58,Gold,Software Test Engineer III,European,08-04-2019,2019,Mid,-471441.18,2,1606.86,643011.9,101813.11,Jeremy Vasquez,878224.36,3,Moderate Risk,43426.12,89086.47,48379.28,27938.35,3
IND51179,Gloria Hall,Male,83,Senior (60 +),Institutional Banking,High,358617.17,Silver,Associate Professor,European,04-11-2005,2005,High,185917.22,1,1597.4,735813.67,540484.34,Jonathan Hawkins,882359.83,3,Moderate Risk,320430,315867.47,740.91,62413.95,2
IND51180,Janet Weaver,Female,44,Adult (30-59),Institutional Banking,Medium,144947.04,Jade,Staff Scientist,European,22-02-2013,2013,Mid,-56456.22,2,1105.52,361603.01,129506.13,Shawn Long,441428.21,1,Very Low Risk,155033.78,62262.56,391.87,21712.4,3
IND51261,Ernest Davis,Female,32,Adult (30-59),Commercial Banking,Medium,130585.85,Gold,Help Desk Operator,Australian,05-03-2017,2017,Mid,457954.44,1,2471.93,522784.22,744629.03,Dennis Ruiz,654281.13,1,Very Low Risk,206014.03,342765.74,18798.04,32567.53,3
IND51266,Rebecca Hamilton,Male,70,Senior (60 +),Retail Banking,Medium,126495.38,Jade,Software Test Engineer IV,Asian,05-06-2017,2017,Mid,206089.65,1,2357.38,298416.4,264490.46,Shawn Wallace,520962.55,1,Very Low Risk,215806.28,188281.34,15867.16,26566.69,3
IND51347,Jennifer Tucker,Male,69,Senior (60 +),Private Banking,Medium,143783.2,Gold,Biostatistician II,European,17-12-2014,2014,High,465693.24,1,1838.16,222209.05,540814.57,Paul Larson,784376.32,1,Very Low Risk,139151.59,373162.05,15997.32,9774.29,0
IND51348,Teresa Shaw,Female,54,Adult (30-59),Retail Banking,Medium,216752.38,Platinum,Accountant II,American,08-04-2009,2009,High,239547.04,1,42.6,48703.85,188233.4,Victor Martinez,902074.88,2,Low Risk,83504.23,61662.67,19594.42,16555.86,3
IND51353,Laura Taylor,Male,29,Young (18-29),Private Banking,Low,36290.43,Silver,Budget/Accounting Analyst III,Asian,10-08-2021,2021,Mid,68549.59,1,3513.91,89607.69,102705.98,Anthony Berry,376636.37,2,Low Risk,48435.21,58355.67,35706.99,10530,3
IND51370,Harold Parker,Female,27,Young (18-29),Private Banking,Medium,126222.11,Silver,Pharmacist,European,03-12-2020,2020,Low,2117123.45,1,2330.5,277444.69,1993409.78,Gregory Simmons,685516.04,2,Low Risk,367673.36,859902.26,32194.26,35815.5,0
IND51390,Amy Gomez,Female,83,Senior (60 +),Institutional Banking,Medium,287767.5,Gold,Director of Sales,European,02-11-2018,2018,High,122782.02,1,4195.26,417783.64,419185.54,Jerry Green,893733.13,4,High Risk,109531.63,644303.7,28074.74,16043.75,1
IND51423,Sarah Schmidt,Female,18,Young (18-29),Commercial Banking,Low,82128.11,Gold,Software Engineer I,European,05-12-2012,2012,High,-368590.12,1,7163.18,510513.86,79482.76,Jerry Green,981650.54,2,Low Risk,26055.65,35399.89,59625.43,43548.51,3
IND51488,Denise Mason,Female,34,Adult (30-59),Private Banking,Medium,129036.15,Gold,Director of Sales,American,02-03-2016,2016,High,-178567.31,2,536.28,395870.81,117544.13,Roy Rice,303880.86,2,Low Risk,91143.1,44852.37,7191.56,9152.55,1
IND51542,Ann James,Female,50,Adult (30-59),Commercial Banking,Low,49999.28,Silver,Operator,Australian,14-07-2009,2009,High,700015.97,1,4131.72,493103.44,763141.84,Dennis Ruiz,1019528.82,2,Low Risk,430717.25,244205.39,10856.46,3392.04,1
IND51561,Kathleen Ford,Male,32,Adult (30-59),Private Banking,Medium,141218.68,Jade,Systems Administrator II,American,14-05-2019,2019,Low,447308.39,1,2090.5,206256.08,360033.2,Paul Holmes,650341.28,1,Very Low Risk,286874.46,134412.4,11659.93,8747.31,0
IND51577,Carlos Miller,Male,48,Adult (30-59),Retail Banking,Low,57704.98,Jade,Human Resources Assistant IV,Asian,05-07-2002,2002,High,185184.83,1,2714.93,212865.53,279791.28,Victor Martinez,743988.42,1,Very Low Risk,118656.01,61268.16,41543.88,2318,3
IND51597,Janet Gordon,Male,20,Young (18-29),Institutional Banking,Medium,110102.32,Platinum,Programmer Analyst IV,European,10-07-2008,2008,Low,200450.44,1,1513.51,37756.8,136175.35,Jesse Evans,469924.54,2,Low Risk,91289.86,151887.89,5837.49,12255.54,1
IND51619,Jacqueline Stephens,Male,65,Senior (60 +),Institutional Banking,High,426222.38,Jade,Senior Financial Analyst,American,12-07-2007,2007,Low,61586.79,2,7175.73,1282622.98,1003542.58,Anthony Simpson,1080812.04,3,Moderate Risk,322175.04,558575.58,70054.89,25667.88,2
IND51633,Ann Fernandez,Male,19,Young (18-29),Retail Banking,Medium,161893.88,Platinum,Engineer IV,American,20-06-2008,2008,High,397121.91,3,1635.3,416507,585083.66,Shawn Wallace,968457.78,2,Low Risk,218528.75,321796.01,18296.96,11651.8,2
IND51658,Jonathan Harrison,Female,17,Young (18-29),Institutional Banking,High,355808.19,Silver,Administrative Assistant III,American,10-03-2010,2010,Mid,885434.27,1,824.02,516292.58,930137.4,George Lewis,812144.93,4,High Risk,421098.57,549626.65,53762.51,51314.9,1
IND51758,Howard White,Female,34,Adult (30-59),Institutional Banking,Medium,123895.18,Gold,Nurse Practicioner,American,21-04-2002,2002,Low,-761996.17,1,3868.8,875626.25,98856.34,Steve Diaz,946680.88,2,Low Risk,13573.74,78894.96,11871.48,5068.8,0
IND51766,Doris Clark,Female,27,Young (18-29),Institutional Banking,High,325207.8,Jade,Sales Associate,European,17-06-2021,2021,Mid,1057833.44,1,419.66,459902.12,965288.73,Dennis Morris,1469033.58,4,High Risk,540561.69,331513.3,67395.24,12304.8,1
IND51772,Lillian GoPKRalez,Male,22,Young (18-29),Commercial Banking,High,433015.61,Silver,Clinical Specialist,Australian,14-04-2005,2005,Low,-1355445.03,2,1419.3,1396318.38,0,Patrick Graham,1980823.97,3,Moderate Risk,0,0,34695.58,42292.65,3
IND51774,Carol Collins,Male,58,Adult (30-59),Private Banking,Medium,141030.82,Jade,Web Developer IV,American,06-12-2019,2019,Low,-83980.87,1,4405.63,1036262.08,645661.43,Mark Montgomery,1771415.7,2,Low Risk,287684.27,218963.44,25856.95,23341.14,2
IND51790,Ann Bradley,Male,44,Adult (30-59),Private Banking,Medium,131729.85,Jade,Software Engineer II,European,10-09-2016,2016,Mid,-337776.79,2,6215.34,863722.1,359436.79,Dennis Morris,506592.1,2,Low Risk,166059.8,161746.56,41209.82,6664.06,2
IND51890,Henry Harrison,Female,30,Adult (30-59),Commercial Banking,Medium,275308.09,Jade,Budget/Accounting Analyst III,European,02-11-2003,2003,High,-701000.77,1,10883.25,2290528.53,1114463.81,Jesse Evans,462554.98,4,High Risk,478033.84,221311.96,10609.95,7913.36,0
IND51913,Kenneth Cole,Female,18,Young (18-29),Commercial Banking,High,377580.78,Jade,Community Outreach Specialist,European,08-06-2018,2018,High,-343274.73,3,4179.45,588087.2,161814.09,Paul Larson,460631.82,4,High Risk,79679.49,184133.28,45271.09,7498.34,3
IND51947,Jonathan Bryant,Male,74,Senior (60 +),Private Banking,Medium,148851.2,Platinum,Internal Auditor,European,15-06-2000,2000,High,1220415.26,1,4858.44,71196.41,905790.51,Mark Montgomery,1071451.07,2,Low Risk,386110.1,216308.18,3012.79,4569.5,0
IND51999,Justin Murphy,Male,22,Young (18-29),Institutional Banking,Low,53692.16,Jade,VP Accounting,Asian,07-11-2011,2011,Mid,1844937.57,1,3485.44,492002.97,1748950.02,Joshua Bennett,1918772.63,2,Low Risk,569658.01,511597.63,35765.61,21817.95,0
IND52005,Scott Franklin,Female,19,Young (18-29),Private Banking,High,309043,Silver,Web Designer III,Asian,25-10-2000,2000,Low,2695863.85,1,7.64,251126.15,2588381.1,Nicholas Simmons,2316850.54,2,Low Risk,320561.04,1277598.36,90415.42,38055.5,1
IND52011,Nicholas Chavez,Male,39,Adult (30-59),Private Banking,High,347873.76,Silver,Research Associate,European,29-03-2020,2020,Mid,2503.92,1,789.48,583355.94,474517.29,Adam Hernandez,1118741.15,4,High Risk,103981.18,391992.54,17619.71,8150.87,3
IND52021,Joseph Nichols,Female,63,Senior (60 +),Institutional Banking,Medium,115626.26,Gold,Programmer Analyst III,Asian,02-09-2020,2020,Mid,979933.46,2,5614.88,187115.25,807585.35,Roy Rice,1336128.26,3,Moderate Risk,306661.18,741208.47,24320.83,58417.06,0
IND52032,Judy Williamson,Male,46,Adult (30-59),Retail Banking,Medium,124291.77,Jade,Office Assistant III,Asian,03-07-2014,2014,Mid,378647.76,1,987.5,734431.49,776427.98,Chris Armstrong,0,2,Low Risk,323312.57,278717.74,2728.11,14326.2,1
IND52037,Joe Harper,Male,34,Adult (30-59),Retail Banking,Medium,164952.71,Jade,Computer Systems Analyst II,American,26-10-2020,2020,High,185550.66,3,4375.43,400864.11,383486.66,Paul Larson,583585.26,2,Low Risk,201931.48,331973.53,30281,5372.06,1
IND52066,Gary Griffin,Male,30,Adult (30-59),Retail Banking,Low,90299.99,Silver,Systems Administrator IV,American,03-07-2010,2010,High,66516.28,2,1432.84,243699.48,162594.16,Donald Reynolds,431829.5,1,Very Low Risk,138713.15,88918.68,8755,10341.29,3
IND52119,Margaret Sullivan,Male,18,Young (18-29),Retail Banking,Medium,205319.7,Gold,Environmental Tech,Asian,27-02-2015,2015,High,2100053.99,1,3732.8,406934.31,1829962.99,Bruce Porter,2205872.41,4,High Risk,624865.41,743887.4,36881.92,55892.7,3
IND52128,Howard Reed,Male,68,Senior (60 +),Retail Banking,Low,78951.05,Silver,Office Assistant II,European,06-12-2001,2001,Low,-632753.52,1,3574.88,985390.73,244487.13,Roy Rice,2370468.68,4,High Risk,79094.89,71033.42,67565.77,32630.07,3
IND52133,Andrea GoPKRales,Male,84,Senior (60 +),Private Banking,Low,94094.4,Jade,Engineer IV,American,29-07-2014,2014,Low,255821.38,3,646.35,160491.71,197645.51,Nicholas Simmons,320104.11,2,Low Risk,205417.33,90447.94,13140.59,13896.6,1
IND52181,Nicholas Mitchell,Female,73,Senior (60 +),Commercial Banking,High,439388.92,Jade,Food Chemist,Asian,29-11-2016,2016,High,293498.13,1,855.65,1428253.22,1051950.53,George Lewis,1061775.4,5,Very High Risk,624309.77,400198.57,21641.11,46346.7,1
IND52186,Joe Knight,Male,74,Senior (60 +),Commercial Banking,Medium,121293.88,Platinum,Database Administrator I,Australian,16-05-1995,1995,Mid,-1164862.87,1,2167.26,1183417.53,0,Bruce Porter,182024.19,2,Low Risk,0,0,5374.14,20721.92,3
IND52234,Anthony Sims,Female,48,Adult (30-59),Private Banking,Low,25752.16,Platinum,Social Worker,American,09-03-2018,2018,High,-7185.95,1,1050,160025.32,73467.27,Joe Price,534722.44,1,Very Low Risk,60830.9,32535.5,21019.6,19591.2,0
IND52252,Roger Hicks,Female,80,Senior (60 +),Commercial Banking,Medium,253050.08,Silver,Sales Representative,European,29-09-2009,2009,High,2156565.98,1,6450.85,361591.43,1802267.66,James Castillo,1008435.77,4,High Risk,695274.81,507304.97,80993.12,27065.79,2
IND52253,Patricia Hudson,Male,24,Young (18-29),Retail Banking,Medium,183254.63,Jade,Automation Specialist II,European,20-11-2007,2007,Mid,325338.95,1,4470.22,932547.3,854088.28,Victor Ramos,423560.16,2,Low Risk,393636.44,287215.53,41148.84,14631.75,0
IND52274,Jesse Peterson,Female,72,Senior (60 +),Institutional Banking,Low,95884.87,Silver,Account Representative I,European,29-01-2019,2019,Mid,637498.76,1,443.58,49153.64,529249.04,Joe Price,998314.12,2,Low Risk,144184.6,543553.07,7199.22,13662.34,0
IND52278,Frank Brown,Female,27,Young (18-29),Retail Banking,Low,33978.42,Platinum,Research Assistant IV,American,22-02-2010,2010,Mid,14757.72,1,1037.14,657151.11,473402.12,Jonathan Hawkins,316231.97,1,Very Low Risk,179682.4,136760.61,19459.44,19861.45,0
IND52284,Emily Bryant,Male,26,Young (18-29),Retail Banking,Medium,285493.07,Jade,Human Resources Assistant IV,European,17-08-2013,2013,High,41866.11,1,741.33,395561.73,199546.75,Roy Rice,495808.95,2,Low Risk,191085.97,171610.21,14546.68,47536.45,2
IND52289,Sarah Burke,Male,85,Senior (60 +),Private Banking,Medium,103453.5,Gold,Teacher,European,13-11-2014,2014,High,920231.16,1,4557.11,399276.54,942512.26,Ernest Rivera,135178.65,2,Low Risk,372569.55,348491.93,53789.79,8983,0
IND52319,Russell Watson,Female,34,Adult (30-59),Private Banking,Medium,127999.76,Gold,Structural Engineer,European,19-10-2021,2021,High,493896.17,1,1920,631693.8,1013382,Anthony Torres,1344723.6,1,Very Low Risk,96473.97,560738.04,41443.2,17654,0
IND52334,Sean Carter,Female,57,Adult (30-59),Institutional Banking,Medium,271200.04,Jade,Developer IV,American,29-07-2021,2021,High,1056515.56,2,5173.44,895088.35,1756146.09,Jeremy Vasquez,1600338.23,2,Low Risk,183123.65,993130.89,29229.19,17507.61,2
IND52344,Steven Greene,Female,33,Adult (30-59),Retail Banking,Low,93955.28,Jade,Sales Associate,Asian,12-04-2019,2019,Mid,1040416.95,1,3247.58,210735.85,1055041.27,Chris Armstrong,886219.49,2,Low Risk,186893.03,495223.45,52917.3,12466.08,0
IND52376,Scott Hart,Female,80,Senior (60 +),Retail Banking,Medium,265014.95,Platinum,Safety Technician III,European,21-09-1996,1996,Low,2362778.87,1,2691.31,2333487.55,3515972.56,Bobby Burton,861028.66,5,Very High Risk,1173793.92,856454.85,62740.47,9191.25,0
IND52398,Cynthia Jones,Female,66,Senior (60 +),Private Banking,Medium,298478.75,Jade,Analyst Programmer,Asian,21-10-1996,1996,High,221830.93,1,3117.52,318659.06,294532.29,Patrick Graham,427286.23,3,Moderate Risk,242989.14,236677.73,27583.56,6086.08,1
IND52432,Rebecca Torres,Male,76,Senior (60 +),Commercial Banking,Medium,139134.53,Jade,Payment Adjustment Coordinator,European,14-04-2008,2008,Mid,-27217.27,1,863.83,327201.14,151010.29,Jason Duncan,121501.51,1,Very Low Risk,122548.69,110058.35,15494.79,27288.72,2
IND52448,Roger Romero,Male,77,Senior (60 +),Institutional Banking,Medium,206362.56,Jade,Account Representative I,Asian,10-09-2000,2000,Low,2200895.81,1,5844.15,232222.14,1868783.85,Shawn Cook,504543.33,2,Low Risk,546515.45,733670.69,13053.15,23662.8,2
IND52499,Johnny Cruz,Female,18,Young (18-29),Institutional Banking,High,313302.52,Silver,Structural Engineer,Australian,29-01-2008,2008,Low,377946.17,2,4679.33,1012987.16,976104.23,Stephen Payne,1957630.42,3,Moderate Risk,397786.63,492884.31,44550.53,21721.8,2
IND52506,Theresa Mcdonald,Female,27,Young (18-29),Institutional Banking,High,362707.7,Platinum,Associate Professor,American,20-10-2013,2013,High,-1077340.34,2,320.02,1309449.69,139803.12,Douglas Tucker,693531.45,4,High Risk,58717.31,96530.73,11050.55,33908.94,0
IND52559,Paul Sims,Male,83,Senior (60 +),Commercial Banking,Low,58759.68,Jade,Associate Professor,American,26-10-2013,2013,High,-74925.17,1,4877.08,242465.6,140284.2,Patrick Graham,370033.56,1,Very Low Risk,29912.91,72300.32,16725.28,2220.4,2
IND52571,Katherine Young,Male,35,Adult (30-59),Private Banking,Medium,146788.5,Gold,Health Coach II,African,25-02-2003,2003,High,778821.02,1,2397.24,122986.19,640602.91,Benjamin Kim,1002791.63,2,Low Risk,223767.04,367870.98,27457.36,39834.5,3
IND52609,Angela Roberts,Male,22,Young (18-29),Retail Banking,Low,84111.51,Jade,Health Coach I,European,09-07-2005,2005,High,-70507.74,1,156.67,304608.18,130415.95,Nicholas Cunningham,356683.94,1,Very Low Risk,84900.78,61947.58,3455.22,18940.38,3
IND52634,Willie Price,Female,24,Young (18-29),Private Banking,Low,72688.95,Jade,Media Manager I,European,10-12-2008,2008,Mid,30588.78,1,2577.26,44247.13,47024.48,Douglas Tucker,362233.8,1,Very Low Risk,24784.67,16596.87,24564.97,5604.02,1
IND52657,Kathleen Mitchell,Male,55,Adult (30-59),Retail Banking,Medium,273197.44,Gold,Administrative Assistant IV,European,23-09-2005,2005,Mid,-121721.86,1,7086.53,289579.24,130151.84,Chris Armstrong,1186376.63,5,Very High Risk,36442.52,130151.84,64126.43,8349.55,3
IND52692,Doris Carroll,Female,51,Adult (30-59),Private Banking,Low,87143.84,Silver,Senior Developer,Asian,27-03-1995,1995,Low,245800.09,2,1164.74,399335.51,476989.04,Keith Griffin,415459.69,2,Low Risk,149745.65,303538.48,48907.29,19565.65,3
IND52716,Jeremy Morris,Female,38,Adult (30-59),Retail Banking,Low,50643.44,Gold,Safety Technician III,European,30-04-2013,2013,High,-273492,1,79.07,488341.35,136187.5,Nicholas Simmons,59911.11,1,Very Low Risk,63554.17,32425.6,17281.85,15186.75,1
IND52771,Chris Greene,Female,17,Young (18-29),Private Banking,Low,46499.9,Silver,Software Test Engineer III,Asian,03-10-2008,2008,High,216523.16,2,187.6,1057156.48,970917.69,Bruce Porter,711112.93,2,Low Risk,271856.95,411904.48,21346.72,31092.6,1
IND52847,Eric Burke,Female,32,Adult (30-59),Private Banking,Low,63765,Jade,Assistant Media Planner,Asian,19-06-2015,2015,High,1043547.33,1,2644.75,1012372.67,1568405.32,Samuel Fowler,1665045.85,2,Low Risk,478805.43,541210.29,62053.29,11354,3
IND52850,Denise Wood,Female,72,Senior (60 +),Private Banking,Medium,181827.29,Jade,Director of Sales,European,21-01-2011,2011,Low,161413.68,1,3794.83,378214.93,323203.73,Dennis Ruiz,834695.49,2,Low Risk,191583.27,199875.99,16675.62,28636.44,0
IND52886,Jonathan Pierce,Female,20,Young (18-29),Private Banking,High,321086.07,Gold,Payment Adjustment Coordinator,Asian,21-06-2021,2021,Mid,98061.53,1,3073.13,1234717.51,916690.99,Dennis Ruiz,1801251.25,5,Very High Risk,412852.99,198388.35,15329.51,6308.19,2
